Id_hecho,Cantidad_victimas,Fecha,Año,Mes,Dia,Hora,Franja_horaria,Tipo_calle,Calle,Cruce,Direccion_normalizada,Comuna,Pos_x,Pos_y,Acusado,Rol,Victima,Sexo,Edad,Nro_dia_semana,Dia_semana,Fin_semana,Rango_horario
2019-0058,1,2019-07-10,2019,7,10,09:20:00,9,AUTOPISTA,AUTOPISTA PERITO MORENO,NO,AUTOPISTA PERITO MORENO e IRIGOYEN,10,-58.50622631,-34.63627822,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,39,3,Miércoles,NO,9-11.59
2019-0059,1,2019-07-13,2019,7,13,22:35:00,22,CALLE,15 DE NOVIEMBRE DE 1889,SI,15 DE NOVIEMBRE DE 1889 y SANTIAGO DEL ESTERO,1,-58.38410880,-34.63099197,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,30,6,Sábado,SI,22-23.59
2019-0060,1,2019-07-17,2019,7,17,11:20:00,11,AVENIDA,"ACOSTA, MARIANO AV.",SI,"ACOSTA, MARIANO AV. y FALCON, RAMON L.,CNEL.",10,-58.48100602,-34.63504312,AUTO,PEATON,PEATON,FEMENINO,78,3,Miércoles,NO,9-11.59
2019-0061,1,2019-07-17,2019,7,17,18:40:00,18,CALLE,11 DE SEPTIEMBRE DE 1888,SI,11 DE SEPTIEMBRE DE 1888 y MENDOZA,13,-58.45200171,-34.55781320,PASAJEROS,PEATON,PEATON,FEMENINO,58,3,Miércoles,NO,18-21.59
2019-0062,1,2019-08-01,2019,8,1,23:00:00,23,AVENIDA,"PINO, VIRREY DEL",SI,"PINO, VIRREY DEL y CAMPOS, LUIS M. AV.",13,-58.44462132,-34.56201105,PASAJEROS,PEATON,PEATON,FEMENINO,60,4,Jueves,NO,22-23.59
2019-0063,1,2019-08-04,2019,8,4,01:30:00,1,AVENIDA,FOREST AV.,SI,FOREST AV. y MAURE,15,-58.45220688,-34.58711712,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,30,7,Domingo,SI,0-2.59
2019-0064,1,2019-08-06,2019,8,6,03:15:00,3,AVENIDA,BOYACA AV.,SI,BOYACA AV. y AVELLANEDA AV.,7,-58.45962210,-34.62245140,AUTO,CONDUCTOR,MOTO,MASCULINO,20,2,Martes,NO,3-5.59
2019-0065,1,2019-08-08,2019,8,8,16:45:00,16,CALLE,BARCO CENTENERA DEL,SI,BARCO CENTENERA DEL y TILCARA,4,-58.41970850,-34.65414867,PASAJEROS,PEATON,PEATON,FEMENINO,55,4,Jueves,NO,15-17.59
2019-0066,1,2019-08-11,2019,8,11,21:15:00,21,AVENIDA,RIESTRA AV.,SI,RIESTRA AV. y BOLIVAR (NO OFICIAL),7,-58.44187596,-34.64938031,AUTO,PEATON,PEATON,MASCULINO,40,7,Domingo,SI,22-23.59
2019-0067,1,2019-08-14,2019,8,14,15:00:00,15,CALLE,"CASTRO, EMILIO",NO,"CASTRO, EMILIO 4706",10,-58.49101637,-34.64276621,CARGAS,CONDUCTOR,MOTO,MASCULINO,35,3,Miércoles,NO,15-17.59
2019-0068,1,2019-08-14,2019,8,14,17:40:00,17,AVENIDA,27 DE FEBRERO AV.,NO,27 DE FEBRERO AV. 5600,8,-58.42493829,-34.66256502,MOTO,CONDUCTOR,MOTO,MASCULINO,53,3,Miércoles,NO,15-17.59
2019-0069,1,2019-08-17,2019,8,17,05:25:00,5,AVENIDA,"GARAY, JUAN DE AV.",NO,"GARAY, JUAN DE AV. 2874",4,-58.40489318,-34.62930162,AUTO,CONDUCTOR,MOTO,MASCULINO,43,6,Sábado,SI,3-5.59
2019-0070,1,2019-08-22,2019,8,22,12:30:00,12,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",SI,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",14,-58.42686680,-34.59217875,BICICLETA,CONDUCTOR,MOTO,MASCULINO,25,4,Jueves,NO,12-14.59
2019-0071,1,2019-08-27,2019,8,27,11:30:00,11,AVENIDA,PRIMERA JUNTA,SI,PRIMERA JUNTA y OLIVERA AV.,9,-58.47961100,-34.65620398,CARGAS,PEATON,PEATON,MASCULINO,30,2,Martes,NO,9-11.59
2019-0072,1,2019-08-28,2019,8,28,06:20:00,6,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",SI,"ALBERDI, JUAN BAUTISTA AV. y AZUL",10,-58.47439934,-34.63524207,AUTO,CONDUCTOR,AUTO,MASCULINO,22,3,Miércoles,NO,6-8.59
2019-0073,1,2019-08-29,2019,8,29,01:50:00,1,AVENIDA,ALVAREZ THOMAS AV.,NO,ALVAREZ THOMAS AV. 1788,15,-58.46711912,-34.57926018,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,29,4,Jueves,NO,0-2.59
2019-0074,1,2019-08-29,2019,8,29,09:00:00,9,AUTOPISTA,"LUGONES, LEOPOLDO AV.",SI,"LUGONES, LEOPOLDO AV. y PAZ, GRAL. AV.",13,-58.46514781,-34.53465378,CARGAS,CONDUCTOR,MOTO,MASCULINO,35,4,Jueves,NO,9-11.59
2019-0075,1,2019-08-30,2019,8,30,23:20:00,23,CALLE,SAN ANTONIO,SI,SAN ANTONIO y LUJAN,4,-58.37571078,-34.65584079,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,31,5,Viernes,NO,22-23.59
2019-0076,1,2019-09-05,2019,9,5,18:00:00,18,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,4,-58.37157668,-34.65429986,CARGAS,CONDUCTOR,MOTO,FEMENINO,29,4,Jueves,NO,18-21.59
2019-0077,1,2019-09-08,2019,9,8,03:40:00,3,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",SI,"FIGUEROA ALCORTA, PRES. AV. y TAGLE",14,-58.39811256,-34.58070186,AUTO,PEATON,PEATON,FEMENINO,28,7,Domingo,SI,3-5.59
2019-0078,1,2019-09-12,2019,9,12,08:25:00,8,AVENIDA,"EINSTEIN, ALBERTO",SI,"EINSTEIN, ALBERTO y ALCORTA, AMANCIO AV.",4,-58.41125934,-34.65417740,CARGAS,PEATON,PEATON,FEMENINO,72,4,Jueves,NO,6-8.59
2019-0079,1,2019-09-17,2019,9,17,05:30:00,5,CALLE,AGRELO,SI,AGRELO y COLOMBRES,5,-58.41822901,-34.61866836,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,57,2,Martes,NO,3-5.59
2019-0080,1,2019-09-17,2019,9,17,18:40:00,18,GRAL PAZ,CABILDO AV.,SI,"CABILDO AV. y PAZ, GRAL. AV.",13,-58.47617802,-34.53825652,MOTO,PEATON,PEATON,MASCULINO,76,2,Martes,NO,18-21.59
2019-0081,1,2019-09-23,2019,9,23,16:00:00,16,AVENIDA,ELCANO AV.,NO,ELCANO AV. 4300,15,-58.46141281,-34.58623761,PASAJEROS,PEATON,PEATON,MASCULINO,67,1,Lunes,NO,15-17.59
2019-0082,1,2019-09-25,2019,9,25,07:45:00,7,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",NO,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",8,-58.42985146,-34.66119740,CARGAS,CICLISTA,BICICLETA,MASCULINO,47,3,Miércoles,NO,6-8.59
2019-0083,1,2019-09-26,2019,9,26,08:00:00,8,CALLE,MONTE,SI,MONTE y CORVALAN,9,-58.48457413,-34.65839090,AUTO,CONDUCTOR,AUTO,MASCULINO,73,4,Jueves,NO,6-8.59
2019-0084,1,2019-09-27,2019,9,27,11:45:00,11,CALLE,TANDIL,SI,TANDIL y LAFUENTE,7,-58.46572884,-34.63628186,CARGAS,CICLISTA,BICICLETA,FEMENINO,40,5,Viernes,NO,9-11.59
2019-0085,1,2019-10-09,2019,10,9,22:18:00,22,CALLE,CARDOSO,SI,CARDOSO y BACACAY,10,-58.49261744,-34.63419130,TREN,CICLISTA,BICICLETA,MASCULINO,20,3,Miércoles,NO,22-23.59
2019-0086,1,2019-10-15,2019,10,15,14:10:00,14,AVENIDA,CORRIENTES AV.,NO,CORRIENTES AV. 6700,15,-58.45283186,-34.58841560,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,29,2,Martes,NO,12-14.59
2019-0087,1,2019-10-21,2019,10,21,21:00:00,21,AVENIDA,ALVAREZ THOMAS AV.,SI,ALVAREZ THOMAS AV. y MENDOZA,12,-58.47973681,-34.57418656,MOTO,CONDUCTOR,MOTO,MASCULINO,41,1,Lunes,NO,22-23.59
2019-0088,1,2019-10-22,2019,10,22,20:00:00,20,AVENIDA,"ALCORTA, AMANCIO AV.",SI,"ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",4,-58.40623949,-34.65076549,PASAJEROS,PEATON,PEATON,MASCULINO,27,2,Martes,NO,18-21.59
2019-0089,1,2019-10-23,2019,10,23,15:45:00,15,AVENIDA,"BROWN, ALTE. AV.",SI,"BROWN, ALTE. AV. y BLANES, JUAN MANUEL",4,-58.36244648,-34.63107887,CARGAS,PEATON,PEATON,FEMENINO,92,3,Miércoles,NO,15-17.59
2019-0090,1,2019-10-24,2019,10,24,18:26:00,18,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",NO,"ALBERDI, JUAN BAUTISTA AV. 5455",9,-58.49962423,-34.64868027,MOTO,PEATON,PEATON,MASCULINO,67,4,Jueves,NO,18-21.59
2019-0091,1,2019-11-01,2019,11,1,20:50:00,20,AVENIDA,"JUSTO, JUAN B. AV.",SI,"JUSTO, JUAN B. AV. y CAMARGO",15,-58.44551437,-34.59559816,PASAJEROS,PEATON,PEATON,MASCULINO,35,5,Viernes,NO,18-21.59
2019-0092,1,2019-11-03,2019,11,3,10:30:00,10,CALLE,"BRIN, MINISTRO",SI,"BRIN, MINISTRO y SUAREZ",4,-58.35608181,-34.63420319,PASAJEROS,PEATON,PEATON,MASCULINO,37,7,Domingo,SI,9-11.59
2019-0093,1,2019-11-13,2019,11,13,11:50:00,11,AVENIDA,NIZA,SI,"NIZA y JUSTO, JUAN B. AV.",11,-58.46483679,-34.60907662,OTRO,CICLISTA,BICICLETA,MASCULINO,16,3,Miércoles,NO,9-11.59
2019-0094,1,2019-11-18,2019,11,18,14:00:00,14,CALLE,CAMARGO,SI,CAMARGO y SERRANO,15,-58.44368628,-34.59724326,OTRO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,30,1,Lunes,NO,12-14.59
2019-0095,1,2019-11-20,2019,11,20,15:30:00,15,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.,1,-58.37864583,-34.62907067,CARGAS,CONDUCTOR,MOTO,MASCULINO,30,3,Miércoles,NO,15-17.59
2019-0096,1,2019-11-22,2019,11,22,19:33:00,19,AVENIDA,CASEROS AV.,SI,CASEROS AV. y PIEDRAS,1,-58.37560352,-34.62726382,PASAJEROS,PEATON,PEATON,MASCULINO,73,5,Viernes,NO,18-21.59
2019-0097,1,2019-11-25,2019,11,25,08:50:00,8,AUTOPISTA,AUTOPISTA PERITO MORENO,NO,AUTOPISTA PERITO MORENO KM. 5.6,9,-58.47721439,-34.64815069,MULTIPLE,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23,1,Lunes,NO,6-8.59
2019-0098,1,2019-11-25,2019,11,25,14:00:00,14,AVENIDA,GUZMAN,NO,GUZMAN 365,15,-58.45134029,-34.58984288,PASAJEROS,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,61,1,Lunes,NO,12-14.59
2019-0100,1,2019-12-05,2019,12,5,17:30:00,17,AVENIDA,DE LOS CONSTITUYENTES AV.,NO,DE LOS CONSTITUYENTES AV. 4300,12,-58.49040794,-34.58368803,AUTO,CONDUCTOR,MOTO,MASCULINO,38,4,Jueves,NO,15-17.59
2019-0101,1,2019-12-17,2019,12,17,04:20:00,4,AVENIDA,"MORENO, PERITO AV.",SI,"MORENO, PERITO AV. y TILCARA AV.",4,-58.42102679,-34.64991178,MOTO,CONDUCTOR,MOTO,MASCULINO,25,2,Martes,NO,3-5.59
2019-0102,1,2019-12-17,2019,12,17,14:30:00,14,CALLE,IBARROLA,SI,"IBARROLA y GORDILLO, TIMOTEO",9,-58.52219407,-34.64143926,AUTO,CONDUCTOR,MOTO,MASCULINO,18,2,Martes,NO,12-14.59
2019-0103,1,2019-12-18,2019,12,18,09:00:00,9,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y GRIVEO",11,-58.52169422,-34.59471640,MOTO,CONDUCTOR,MOTO,MASCULINO,24,3,Miércoles,NO,9-11.59
2019-0104,1,2019-12-21,2019,12,21,04:25:00,4,AVENIDA,RIVADAVIA AV.,SI,RIVADAVIA AV. y PERGAMINO,10,-58.47460416,-34.63206174,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23,6,Sábado,SI,3-5.59
2019-0105,1,2019-05-05,2019,5,5,11:00:00,11,AVENIDA,SANTO TOME,SI,SANTO TOME y SEGUROLA AV.,10,-58.50512382,-34.61520391,AUTO,PEATON,PEATON,FEMENINO,82,7,Domingo,SI,9-11.59
2020-0001,1,2020-01-04,2020,1,4,10:40:00,10,CALLE,URIARTE,SI,URIARTE y LOYOLA,15,-58.43910409,-34.59213355,AUTO,PEATON,PEATON,FEMENINO,87,6,Sábado,SI,9-11.59
2020-0002,1,2020-01-05,2020,1,5,20:00:00,20,AVENIDA,SARAZA,SI,SARAZA y VARELA AV.,7,-58.45019436,-34.64646409,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,36,7,Domingo,SI,18-21.59
2020-0003,1,2020-01-11,2020,1,11,06:00:00,6,AVENIDA,RIVADAVIA AV.,SI,RIVADAVIA AV. y COMBATE DE LOS POZOS,3,-58.39337644,-34.60927582,AUTO,PEATON,PEATON,MASCULINO,44,6,Sábado,SI,6-8.59
2020-0004,1,2020-01-14,2020,1,14,21:40:00,21,AVENIDA,RODRIGUEZ PE?A,SI,RODRIGUEZ PEÃ‘A y RIVADAVIA AV.,1,-58.39055614,-34.60919284,PASAJEROS,PEATON,PEATON,MASCULINO,82,2,Martes,NO,22-23.59
2020-0005,1,2020-01-14,2020,1,14,06:00:00,6,AVENIDA,24 DE NOVIEMBRE,SI,24 DE NOVIEMBRE y SAN JUAN AV.,3,-58.41036975,-34.62477021,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,25,2,Martes,NO,6-8.59
2020-0006,1,2020-01-20,2020,1,20,12:55:00,12,AVENIDA,LAFUENTE AV.,NO,LAFUENTE AV. 2250,8,-58.44925765,-34.65412546,CARGAS,CONDUCTOR,MOTO,MASCULINO,23,1,Lunes,NO,12-14.59
2020-0007,1,2020-01-27,2020,1,27,00:37:00,0,CALLE,CHILE,SI,CHILE y LIMA,1,-58.38156850,-34.61648696,MOTO,PEATON,PEATON,MASCULINO,52,1,Lunes,NO,0-2.59
2020-0008,1,2020-01-30,2020,1,30,07:10:00,7,AVENIDA,CORDOBA AV.,SI,"CORDOBA AV. y JAURES, JEAN",2,-58.40662899,-34.59804521,CARGAS,CONDUCTOR,MOTO,MASCULINO,49,4,Jueves,NO,6-8.59
2020-0009,1,2020-02-04,2020,2,4,14:50:00,14,CALLE,"PERON, JUAN DOMINGO, TTE. GENERAL",SI,"PERON, JUAN DOMINGO, TTE. GENERAL y SALGUERO, JERONIMO",5,-58.41985649,-34.60600850,AUTO,PEATON,PEATON,MASCULINO,48,2,Martes,NO,12-14.59
2020-0010,1,2020-02-08,2020,2,8,05:45:00,5,AVENIDA,9 DE JULIO AV.,SI,9 DE JULIO AV. y SAN JUAN AV.,1,-58.38099833,-34.62214953,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,30,6,Sábado,SI,3-5.59
2020-0011,1,2020-02-12,2020,2,12,11:29:00,11,CALLE,COLOMBRES,NO,COLOMBRES 466,5,-58.41803309,-34.61823178,CARGAS,CONDUCTOR,MOTO,MASCULINO,31,3,Miércoles,NO,9-11.59
2020-0012,1,2020-02-18,2020,2,18,21:00:00,21,CALLE,MEXICO,NO,MEXICO 2860,3,-58.40604003,-34.61783553,MOTO,PEATON,PEATON,FEMENINO,66,2,Martes,NO,22-23.59
2020-0013,1,2020-02-20,2020,2,20,12:00:00,12,AVENIDA,COMBATIENTES DE MALVINAS AV.,SI,COMBATIENTES DE MALVINAS AV. y TRIUNVIRATO AV.,15,-58.47549929,-34.57994061,MOTO,PEATON,PEATON,FEMENINO,58,4,Jueves,NO,12-14.59
2020-0014,1,2020-02-27,2020,2,27,02:14:00,2,CALLE,BERMUDEZ,SI,BERMUDEZ y NOGOYA,11,-58.51398484,-34.61600366,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,30,4,Jueves,NO,0-2.59
2020-0015,1,2020-02-28,2020,2,28,14:30:00,14,AVENIDA,BRASIL AV.,SI,BRASIL AV. y PASEO COLON AV.,1,-58.36797542,-34.62519403,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,29,5,Viernes,NO,12-14.59
2020-0016,1,2020-02-29,2020,2,29,13:00:00,13,AVENIDA,"ALEM, LEANDRO N. AV.",NO,"ALEM, LEANDRO N. AV. 770",1,-58.37133616,-34.59879316,PASAJEROS,PEATON,PEATON,MASCULINO,68,6,Sábado,SI,12-14.59
2020-0017,1,2020-03-05,2020,3,5,23:00:00,23,AVENIDA,BELGRANO AV.,SI,BELGRANO AV. y RINCON,3,-58.39613805,-34.61413568,AUTO,PEATON,PEATON,MASCULINO,30,4,Jueves,NO,22-23.59
2020-0018,1,2020-03-09,2020,3,9,14:00:00,14,AVENIDA,"UDAONDO, GUILLERMO AV.",NO,"UDAONDO, GUILLERMO AV. 901",13,-58.44903073,-34.54200276,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,31,1,Lunes,NO,12-14.59
2020-0019,1,2020-03-10,2020,3,10,21:00:00,21,CALLE,CONSTITUCION,SI,CONSTITUCION y CASTRO,5,-58.41972364,-34.62846670,AUTO,PEATON,PEATON,FEMENINO,80,2,Martes,NO,22-23.59
2020-0020,1,2020-03-13,2020,3,13,17:30:00,17,AVENIDA,PUEYRREDON AV.,SI,"PUEYRREDON AV. y GOMEZ, VALENTIN",3,-58.40571596,-34.60557123,MOTO,PEATON,PEATON,FEMENINO,74,5,Viernes,NO,15-17.59
2020-0021,1,2020-03-14,2020,3,14,16:50:00,16,CALLE,"BRAVO, MARIO",NO,"BRAVO, MARIO 1279",2,-58.41451590,-34.59488319,AUTO,PEATON,PEATON,FEMENINO,87,6,Sábado,SI,15-17.59
2020-0022,1,2020-04-07,2020,4,7,06:15:00,6,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,SI,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9,-58.47297505,-34.66245085,CARGAS,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,44,2,Martes,NO,6-8.59
2020-0023,1,2020-04-09,2020,4,9,18:42:00,18,AVENIDA,"ARAOZ DE LAMADRID, GREGORIO, GRAL.",SI,"ARAOZ DE LAMADRID, GREGORIO, GRAL. y BROWN, ALTE. AV.",4,-58.35791192,-34.63695178,CARGAS,CONDUCTOR,AUTO,MASCULINO,44,4,Jueves,NO,18-21.59
2020-0024,1,2020-04-24,2020,4,24,07:58:00,7,CALLE,MURGUIONDO,NO,MURGUIONDO 1339,9,-58.50801713,-34.65177305,AUTO,CONDUCTOR,AUTO,MASCULINO,53,5,Viernes,NO,6-8.59
2020-0025,1,2020-05-12,2020,5,12,05:35:00,5,AVENIDA,RIVADAVIA AV.,NO,RIVADAVIA AV. 2551,3,-58.40258477,-34.60975108,AUTO,PEATON,PEATON,MASCULINO,30,2,Martes,NO,3-5.59
2020-0026,1,2020-05-17,2020,5,17,06:40:00,6,AUTOPISTA,"LUGONES, LEOPOLDO AV.",NO,"LUGONES, LEOPOLDO AV. KM 6,1",14,0,0,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,28,7,Domingo,SI,6-8.59
2020-0027,1,2020-05-18,2020,5,18,08:00:00,8,AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.",SI,"DELLEPIANE, LUIS, TTE. GRAL. y MONTIEL",8,-58.48267426,-34.68454456,CARGAS,PEATON,PEATON,MASCULINO,76,1,Lunes,NO,6-8.59
2020-0028,1,2020-05-19,2020,5,19,10:00:00,10,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",SI,"SCALABRINI ORTIZ, RAUL AV. y WARNES AV.",15,-58.44248936,-34.60221948,PASAJEROS,PEATON,PEATON,MASCULINO,91,2,Martes,NO,9-11.59
2020-0029,1,2020-06-10,2020,6,10,14:00:00,14,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",9,-58.52909134,-34.63886726,PASAJEROS,PEATON,PEATON,MASCULINO,80,3,Miércoles,NO,12-14.59
2020-0030,1,2020-06-16,2020,6,16,15:00:00,15,AVENIDA,SAN MARTIN AV.,NO,SAN MARTIN AV. 1550,6,-58.45158942,-34.60646580,MULTIPLE,CONDUCTOR,MOTO,MASCULINO,40,2,Martes,NO,15-17.59
2020-0031,1,2020-06-30,2020,6,30,08:00:00,8,AVENIDA,"GARZON, EUGENIO, GRAL. AV.",SI,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",9,-58.49344309,-34.65788529,CARGAS,CONDUCTOR,MOTO,MASCULINO,29,2,Martes,NO,6-8.59
2020-0032,1,2020-07-10,2020,7,10,23:00:00,23,AVENIDA,CORRIENTES AV.,SI,CORRIENTES AV. y SERRANO,15,-58.44259166,-34.59635137,AUTO,CONDUCTOR,MOTO,MASCULINO,21,5,Viernes,NO,22-23.59
2020-0033,1,2020-07-19,2020,7,19,06:25:00,6,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,32,7,Domingo,SI,6-8.59
2020-0034,1,2020-08-02,2020,8,2,03:20:00,3,CALLE,"MITRE, BARTOLOME",SI,"MITRE, BARTOLOME y ANCHORENA, TOMAS MANUEL DE, DR.",3,-58.41178158,-34.60922259,AUTO,PEATON,PEATON,FEMENINO,30,7,Domingo,SI,3-5.59
2020-0035,1,2020-08-04,2020,8,4,05:30:00,5,AUTOPISTA,AUTOPISTA 25 DE MAYO,NO,AUTOPISTA 25 DE MAYO y PUMACAHUA,7,-58.45068621,-34.63638927,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,40,2,Martes,NO,3-5.59
2020-0036,1,2020-08-07,2020,8,7,18:40:00,18,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",SI,"SCALABRINI ORTIZ, RAUL AV. y PARAGUAY",14,-58.42016954,-34.58778790,MOTO,PEATON,PEATON,MASCULINO,72,5,Viernes,NO,18-21.59
2020-0037,1,2020-08-29,2020,8,29,04:30:00,4,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",SI,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,AUTO,PEATON,PEATON,MASCULINO,38,6,Sábado,SI,3-5.59
2020-0038,2,2020-08-30,2020,8,30,04:00:00,4,AVENIDA,LAS HERAS GENERAL AV.,SI,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898,AUTO,CONDUCTOR,AUTO,MASCULINO,46,7,Domingo,SI,3-5.59
2020-0038,2,2020-08-30,2020,8,30,04:00:00,4,AVENIDA,LAS HERAS GENERAL AV.,SI,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898,AUTO,CONDUCTOR,AUTO,MASCULINO,64,7,Domingo,SI,3-5.59
2020-0039,1,2020-09-01,2020,9,1,19:17:42,19,CALLE,MURGUIONDO,NO,MURGUIONDO,9,0,0,CARGAS,PEATON,PEATON,MASCULINO,44,2,Martes,NO,18-21.59
2020-0040,1,2020-09-12,2020,9,12,03:30:00,3,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",SI,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.57805810,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,30,6,Sábado,SI,3-5.59
2020-0041,1,2020-09-28,2020,9,28,01:45:00,1,AVENIDA,CURAPALIGUE,SI,"CURAPALIGUE y PERON, EVA AV.",7,-58.44750470,-34.63491705,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,34,1,Lunes,NO,0-2.59
2020-0042,1,2020-09-29,2020,9,29,17:10:00,17,AVENIDA,"DIAZ, ANA",SI,"DIAZ, ANA y SOLDADO DE LA FRONTERA AV.",8,-58.46745752,-34.68192648,PASAJEROS,PEATON,PEATON,FEMENINO,53,2,Martes,NO,15-17.59
2020-0043,1,2020-09-30,2020,9,30,17:20:00,17,AVENIDA,"ALEM, LEANDRO N. AV.",SI,"ALEM, LEANDRO N. AV. y PARAGUAY",1,-58.37202621,-34.59717942,PASAJEROS,PEATON,PEATON,MASCULINO,64,3,Miércoles,NO,15-17.59
2020-0044,1,2020-10-05,2020,10,5,00:20:00,0,AVENIDA,LA PLATA AV.,SI,LA PLATA AV. e INDEPENDENCIA AV.,6,-58.42779702,-34.62207347,AUTO,CONDUCTOR,AUTO,MASCULINO,43,1,Lunes,NO,0-2.59
2020-0045,1,2020-10-19,2020,10,19,03:00:00,3,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,-58.46244952,-34.70524971,CARGAS,CONDUCTOR,AUTO,MASCULINO,50,1,Lunes,NO,3-5.59
2020-0046,1,2020-10-27,2020,10,27,21:00:00,21,AVENIDA,NAZCA AV.,SI,"NAZCA AV. y CARRANZA, ADOLFO P.",11,-58.48440160,-34.60776782,MOTO,CONDUCTOR,MOTO,MASCULINO,41,2,Martes,NO,22-23.59
2020-0047,1,2020-10-27,2020,10,27,14:00:00,14,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,SI,AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y LACARRA AV.,9,-58.46668375,-34.65174801,CARGAS,PEATON,PEATON,MASCULINO,15,2,Martes,NO,12-14.59
2020-0048,1,2020-10-29,2020,10,29,20:20:00,20,AVENIDA,DORREGO AV.,NO,DORREGO AV. 614,15,-58.44958780,-34.59322448,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,41,4,Jueves,NO,18-21.59
2020-0049,1,2020-10-30,2020,10,30,20:00:00,20,AVENIDA,DEL LIBERTADOR AV.,SI,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,AUTO,PEATON,PEATON,MASCULINO,36,5,Viernes,NO,18-21.59
2020-0050,1,2020-11-01,2020,11,1,22:00:00,22,AVENIDA,SANTA FE AV.,SI,SANTA FE AV. y GODOY CRUZ,14,-58.42525456,-34.57866344,MOTO,PEATON,PEATON,FEMENINO,28,7,Domingo,SI,22-23.59
2020-0051,1,2020-11-05,2020,11,5,00:40:00,0,AVENIDA,AVELLANEDA AV.,SI,AVELLANEDA AV. y MERCEDES,10,-58.48493828,-34.62981124,AUTO,CONDUCTOR,MOTO,MASCULINO,49,4,Jueves,NO,0-2.59
